ticker,name,signal_date,avg_target,cur_price,gap_pct,return_pct,excess_return_pct
068270,셀트리온,2023-11-08,213333.0,144892,47.24,-0.25,-2.93
068270,셀트리온,2023-11-08,206667.0,144892,42.63,-0.25,-2.93
068270,셀트리온,2023-12-01,203333.0,150044,35.52,34.07,31.21
068270,셀트리온,2024-03-04,203333.0,162003,25.51,4.55,0.63
068270,셀트리온,2024-03-04,223333.0,162003,37.86,4.55,0.63
068270,셀트리온,2024-03-06,223333.0,166143,34.42,1.41,-2.15
068270,셀트리온,2024-04-09,223333.0,166787,33.9,6.3,5.55
068270,셀트리온,2024-04-15,220000.0,164303,33.9,11.34,6.93
068270,셀트리온,2024-05-10,236667.0,177459,33.36,-1.68,-1.71
068270,셀트리온,2024-05-13,236667.0,175527,34.83,-4.35,-5.25
068270,셀트리온,2024-05-23,233333.0,168811,38.22,-0.5,-3.37
068270,셀트리온,2024-05-24,233333.0,165499,40.99,-0.67,-2.56
068270,셀트리온,2024-05-27,233333.0,165223,41.22,-2.27,-4.81
068270,셀트리온,2024-05-30,233333.0,163107,43.06,4.48,-1.88
068270,셀트리온,2024-05-31,233333.0,162096,43.95,3.07,-0.59
068270,셀트리온,2024-06-12,243333.0,172583,40.99,1.75,-3.2
068270,셀트리온,2024-06-12,256667.0,172583,48.72,1.75,-3.2
068270,셀트리온,2024-07-01,266667.0,169363,57.45,13.28,14.81
068270,셀트리온,2024-07-11,273333.0,170926,59.91,3.81,13.21
068270,셀트리온,2024-08-08,266667.0,180035,48.12,-1.99,0.04
068270,셀트리온,2024-08-08,260000.0,180035,44.42,-1.99,0.04
068270,셀트리온,2024-08-08,253333.0,180035,40.71,-1.99,0.04
068270,셀트리온,2024-08-08,250000.0,180035,38.86,-1.99,0.04
068270,셀트리온,2024-08-08,246667.0,180035,37.01,-1.99,0.04
068270,셀트리온,2024-08-08,246667.0,180035,37.01,-1.99,0.04
068270,셀트리온,2024-08-08,250000.0,180035,38.86,-1.99,0.04
068270,셀트리온,2024-08-08,256667.0,180035,42.56,-1.99,0.04
068270,셀트리온,2024-08-26,256667.0,188590,36.1,-2.84,-1.38
068270,셀트리온,2024-09-26,260000.0,185830,39.91,-3.64,-1.53
068270,셀트리온,2024-11-11,256667.0,160163,60.25,9.76,12.37
068270,셀트리온,2024-11-11,256667.0,160163,60.25,9.76,12.37
068270,셀트리온,2024-11-11,253333.0,160163,58.17,9.76,12.37
068270,셀트리온,2024-11-11,250000.0,160163,56.09,9.76,12.37
068270,셀트리온,2024-11-11,253333.0,160163,58.17,9.76,12.37
068270,셀트리온,2024-11-11,253333.0,160163,58.17,9.76,12.37
068270,셀트리온,2024-11-12,250000.0,152620,63.81,11.5,10.45
068270,셀트리온,2024-11-21,246667.0,159796,54.36,10.95,14.83
068270,셀트리온,2024-11-28,250000.0,171479,45.79,4.98,7.28
068270,셀트리온,2025-02-10,243333.0,172415,41.13,4.01,2.6
068270,셀트리온,2025-02-26,240000.0,182336,31.63,-3.07,-0.63
068270,셀트리온,2025-02-26,230000.0,182336,26.14,-3.07,-0.63
068270,셀트리온,2025-02-26,240000.0,182336,31.63,-3.07,-0.63
068270,셀트리온,2025-02-26,240000.0,182336,31.63,-3.07,-0.63
068270,셀트리온,2025-02-27,243333.0,175978,38.27,-8.15,-6.11
